PRODUCE,COST PER POUND,POUNDS SOLD
Grapes,2.63,31.8
Brussels sprouts,1.65,14.9
Watermelon,0.66,18.6
Asparagus,2.49,3.6
Bok choy,1.42,17.5
Cucumber,1.07,27.9
Butternut squash,1.28,32.9
Green peppers,1.89,8.5
Parsnips,2.27,38.1
Garlic,1.19,28.2
Lemon,1.29,18.1
Green cabbage,0.8,16.6
Butternut squash,1.28,12.4
Daikon,1.4,21.5
Yellow peppers,2.87,1.1
Fava beans,2.69,19.1
Potatoes,0.86,0.8
Bananas,0.86,29.3
Eggplant,2.32,29.5
Okra,2.26,7.6
Red onion,0.78,7.4
Grapes,2.63,14.6
Tomatoes,3.16,14.7
Tomatoes,3.16,11.7
Celery,3.07,38.4
Cucumber,1.07,38.1
Yellow peppers,2.87,16.5
Brussels sprouts,1.65,4.4
Avocados,3.23,10.1
Yellow peppers,2.87,19.9
Papaya,1.34,21.6
Green cabbage,0.8,31.5
Green peppers,1.89,13.5
Bok choy,1.42,1.6
Watermelon,0.66,22.6
Papaya,1.34,6.4
Okra,2.26,26.7
Fava beans,2.69,38.8
Bananas,0.86,13.6
Bok choy,1.42,35.9
Grapes,2.63,17.9
Cucumber,1.07,12.3
Lettuce,1.88,8.4
Garlic,1.19,4
Okra,2.26,9.7
Ginger,5.13,3.1
Green cabbage,0.8,22.7
Green beans,2.52,25.8
Lettuce,1.88,2.8
Garlic,1.19,7.7
Lemon,1.29,30.5
Butternut squash,1.28,8.9
Cucumber,1.07,4.1
Butternut squash,1.28,3
Bok choy,1.42,38.1
Green beans,2.52,31.6
Strawberries,4.4,36.6
Lettuce,1.88,27
Asparagus,2.49,19.8
Celery,3.07,0.5
Ginger,5.13,6.4
Tomatoes,3.16,19.3
Avocados,3.23,20.4
Lime,1.06,5.4
Red onion,0.78,20.6
Beets,1.51,5.4
Cherries,9.5,30.9
Tomatoes,3.16,16.3
Tomatoes,3.16,37.2
Parsnips,2.27,1.7
Cherries,9.5,15.8
Parsnips,2.27,39.3
Daikon,1.4,26.1
Apples,1.88,20.5
Butternut squash,1.28,14.5
Parsnips,2.27,9.2
Cherries,9.5,3.7
Green cabbage,0.8,20.7
Brussels sprouts,1.65,30.6
Kale,5.02,8.7
Bok choy,1.42,39.5
Parsnips,2.27,8.7
Coconuts,1.18,26.2
Butternut squash,1.28,29.8
Coconuts,1.18,34
Papaya,1.34,39
Ginger,5.13,31.8
Papaya,1.34,29.3
Cherries,9.5,30.8
Green cabbage,0.8,16
Green peppers,1.89,39.7
Grapefruit,0.76,1.9
Spinach,4.12,35.6
Corn,1.07,29.7
Corn,1.07,1.5
Kale,5.02,2.4
Ginger,5.13,31.1
Lettuce,1.88,26.1
Apples,1.88,6
Brussels sprouts,1.65,12.5
Carrots,1.26,39.8
Apples,1.88,19.6
Apples,1.88,31.9
Corn,1.07,16.7
Avocados,3.23,31.4
Tomatoes,3.16,11.7
Beets,1.51,18.9
Green beans,2.52,27.1
Daikon,1.4,25.5
Butternut squash,1.28,26.5
Asparagus,2.49,14.1
Apples,1.88,2.2
Bananas,0.86,37.2
Red onion,0.78,6.1
Cherries,9.5,6.2
Avocados,3.23,19.5
Green peppers,1.89,5.5
Grapes,2.63,17.3
Apricots,3.71,39.4
Avocados,3.23,33.5
Brussels sprouts,1.65,39
Apricots,3.71,29.5
Carrots,1.26,19.3
Kale,5.02,2
Cherries,9.5,33.1
Cucumber,1.07,27.5
Cherries,9.5,5.8
Bok choy,1.42,30.8
Garlic,1.19,3.8
Spinach,4.12,21
Corn,1.07,15.7
Green cabbage,0.8,29
Cherries,9.5,12.9
Bananas,0.86,21.4
Lemon,1.29,10.4
Beets,1.51,10.8
Potatoes,0.86,36.3
Corn,1.07,30.7
Corn,1.07,2.1
Cherries,9.5,1.1
Cucumber,1.07,22.5
Asparagus,2.49,2.7
Okra,2.26,17.4
Celery,3.07,15.5
Potatoes,0.86,19
Coconuts,1.18,24.4
Green peppers,1.89,10.2
Eggplant,2.32,23.9
Beets,1.51,22
Green cabbage,0.8,32.3
Orange,1.09,22.6
Apples,1.88,17.1
Asparagus,2.49,6.3
Papaya,1.34,12.8
Red onion,0.78,0.8
Green peppers,1.89,7.3
Parsnips,2.27,1.6
Green peppers,1.89,38
Spinach,4.12,28.3
Green peppers,1.89,8.5
Daikon,1.4,1.9
Apricots,3.71,34.9
Okra,2.26,17.2
Spinach,4.12,39.1
Cucumber,1.07,5.7
Red onion,0.78,34.5
Papaya,1.34,31.1
Butternut squash,1.28,25.6
Asparagus,2.49,25.9
Papaya,1.34,24.6
Cherries,9.5,36.7
Watermelon,0.66,8.5
Parsnips,2.27,9.1
Red onion,0.78,14.1
Okra,2.26,15.3
Lettuce,1.88,4.3
Yellow peppers,2.87,26.1
Lettuce,1.88,14.6
Daikon,1.4,7.3
Coconuts,1.18,37.4
Spinach,4.12,35.8
Grapes,2.63,22.8
Coconuts,1.18,11.1
Green peppers,1.89,15.7
Tomatoes,3.16,20.9
Watermelon,0.66,6
Watermelon,0.66,6.6
Asparagus,2.49,4.2
Okra,2.26,32.3
Lettuce,1.88,18.3
Cucumber,1.07,2.3
Lime,1.06,16.9
Grapefruit,0.76,16.1
Daikon,1.4,11.3
Tomatoes,3.16,31.3
Garlic,1.19,2.3
Apples,1.88,5.3
Strawberries,4.4,0.6
Butternut squash,1.28,24.2
Asparagus,2.49,29.4
Lime,1.06,18.3
Fava beans,2.69,38.6
Papaya,1.34,30.9
Eggplant,2.32,32.7
Green peppers,1.89,29.3
Cucumber,1.07,17.8
Watermelon,0.66,38.6
Green peppers,1.89,39.2
Apricots,3.71,0.8
Green beans,2.52,6.4
Parsnips,2.27,2.3
Bok choy,1.42,21.5
Tomatoes,3.16,35
Daikon,1.4,12.2
Grapefruit,0.76,36.4
Corn,1.07,25.1
Eggplant,2.32,12.8
Avocados,3.23,30.5
Lemon,1.29,39.1
Strawberries,4.4,17.9
Daikon,1.4,39.5
Potatoes,0.86,20.6
Carrots,1.26,25.9
Grapefruit,0.76,29.5
Green beans,2.52,14.2
Tomatoes,3.16,35.9
Papaya,1.34,2.2
Green cabbage,0.8,20
Lime,1.06,15.5
Avocados,3.23,12.4
Orange,1.09,36.5
Celery,3.07,17.2
Daikon,1.4,6.7
Yellow peppers,2.87,1.4
Lettuce,1.88,14.3
Okra,2.26,26.2
Red onion,0.78,33.5
Kale,5.02,25
Bananas,0.86,15.5
Green peppers,1.89,19.8
Asparagus,2.49,27.3
Parsnips,2.27,15.7
Grapefruit,0.76,37.4
Lime,1.06,9.9
Butternut squash,1.28,24.7
Celery,3.07,10
Daikon,1.4,32.9
Kale,5.02,2.3
Lettuce,1.88,27.3
Strawberries,4.4,13.5
Brussels sprouts,1.65,22.3
Grapes,2.63,23.3
Grapes,2.63,22.6
Cherries,9.5,1.1
Apples,1.88,14.9
Ginger,5.13,38.7
Butternut squash,1.28,0.9
Bok choy,1.42,38.1
Orange,1.09,37.8
Lemon,1.29,8.5
Cucumber,1.07,17.8
Cherries,9.5,1.9
Parsnips,2.27,13.8
Bok choy,1.42,34.5
Apricots,3.71,19.9
Grapes,2.63,28.9
Avocados,3.23,7.3
Orange,1.09,18.1
Grapes,2.63,3.6
Spinach,4.12,18.7
Cherries,9.5,38.2
Okra,2.26,17.8
Corn,1.07,9.4
Avocados,3.23,37.7
Grapefruit,0.76,7.2
Butternut squash,1.28,13.1
Eggplant,2.32,28
Grapes,2.63,7.8
Cherries,9.5,34.9
Lettuce,1.88,7.8
Coconuts,1.18,9.2
Beets,1.51,12.8
Ginger,5.13,13.9
Strawberries,4.4,8.8
Papaya,1.34,16.6
Red onion,0.78,32.6
Green cabbage,0.8,21.2
Strawberries,4.4,21.2
Okra,2.26,10.7
Okra,2.26,7.1
Spinach,4.12,37.3
Celery,3.07,19.9
Strawberries,4.4,10.7
Avocados,3.23,38.9
Watermelon,0.66,21.9
Green cabbage,0.8,36.9
Asparagus,2.49,13
Spinach,4.12,33.6
Orange,1.09,27.2
Coconuts,1.18,34.5
Ginger,5.13,28
Coconuts,1.18,11.4
Watermelon,0.66,33
Lemon,1.29,4.2
Butternut squash,1.28,11.6
Papaya,1.34,31.8
Coconuts,1.18,23.7
Garlic,1.19,16.2
Cucumber,1.07,28
Butternut squash,1.28,20.8
Potatoes,0.86,14.8
Apples,1.88,15
Fava beans,2.69,25.9
Watermelon,0.66,11.2
Corn,1.07,14.3
Bananas,0.86,23.2
Kale,5.02,22.6
Green cabbage,0.8,36.2
Green cabbage,0.8,25.3
Beets,1.51,32.7
Yellow peppers,2.87,32.3
Green cabbage,0.8,31.5
Brussels sprouts,1.65,33
Red onion,0.78,13.1
Celery,3.07,2.8
Yellow peppers,2.87,15.8
Fava beans,2.69,13.7
Bananas,0.86,28.4
Red onion,0.78,29.5
Lime,1.06,2.5
Avocados,3.23,21.8
Cherries,9.5,32.5
Parsnips,2.27,16.3
Lime,1.06,21.1
Brussels sprouts,1.65,38.6
Celery,3.07,20.5
Spinach,4.12,33.7
Apricots,3.71,4.7
Apricots,3.71,3
Beets,1.51,26.3
Bananas,0.86,12.7
Tomatoes,3.16,28.3
Daikon,1.4,29.9
Lime,1.06,29.6
Red onion,0.78,37
Bananas,0.86,34.6
Kale,5.02,39.3
Lemon,1.29,7.7
Green cabbage,0.8,30.1
Celery,3.07,20.8
Beets,1.51,13.5
Butternut squash,1.28,25.2
Orange,1.09,8.8
Lemon,1.29,9.3
Apricots,3.71,38.3
Beets,1.51,22
Papaya,1.34,1.8
Red onion,0.78,26.5
Apples,1.88,7.2
Daikon,1.4,4.7
Butternut squash,1.28,27.2
Kale,5.02,28.3
Beets,1.51,30.1
Grapefruit,0.76,9.3
Green peppers,1.89,22.5
Okra,2.26,26.9
Cherries,9.5,27.7
Corn,1.07,7.4
Yellow peppers,2.87,35.7
Lettuce,1.88,38.4
Daikon,1.4,14.3
Cucumber,1.07,3.7
Green cabbage,0.8,6
Lettuce,1.88,28.3
Grapes,2.63,15.7
Red onion,0.78,25.1
Papaya,1.34,7.6
Grapefruit,0.76,4
Cucumber,1.07,36.2
Potatoes,0.86,31
Green peppers,1.89,34.1
Okra,2.26,12.9
Strawberries,4.4,11.1
Garlic,1.19,25.2
Apples,1.88,21.1
Eggplant,2.32,32.2
Orange,1.09,8.5
Carrots,1.26,15.7
Orange,1.09,6.2
Daikon,1.4,28.3
Celery,3.07,29.2
Cherries,9.5,26.4
Spinach,4.12,19
Potatoes,0.86,26.1
Tomatoes,3.16,12.6
Spinach,4.12,33.7
Coconuts,1.18,29.2
Beets,1.51,21.4
Avocados,3.23,22.3
Ginger,5.13,8.5
Eggplant,2.32,26.6
Yellow peppers,2.87,11.8
Lettuce,1.88,9.2
Avocados,3.23,25.7
Tomatoes,3.16,4
Green peppers,1.89,0.6
Beets,1.51,33.5
Potatoes,0.86,20.1
Yellow peppers,2.87,4.8
Potatoes,0.86,6
Strawberries,4.4,26.4
Beets,1.51,38.8
Cherries,9.5,37
Carrots,1.26,13.5
Grapefruit,0.76,18.5
Yellow peppers,2.87,32.2
Green beans,2.52,27.9
Lettuce,1.88,2.1
Strawberries,4.4,22.2
Eggplant,2.32,3.1
Green cabbage,0.8,30.4
Okra,2.26,27.6
Cherries,9.5,11.8
Watermelon,0.66,29.5
Daikon,1.4,18.3
Green peppers,1.89,12.1
Carrots,1.26,6.7
Potatoes,0.86,19.4
Okra,2.26,8.3
Orange,1.09,15.6
Kale,5.02,34.9
Lemon,1.29,38
Apples,1.88,6.5
Asparagus,2.49,34.3
Green beans,2.52,28.7
Grapefruit,0.76,26.6
Strawberries,4.4,14.2
Apples,1.88,36.8
Corn,1.07,16.1
Red onion,0.78,12.7
Lemon,1.29,10.4
Papaya,1.34,23.2
Green peppers,1.89,12.7
Daikon,1.4,39.4
Ginger,5.13,26.8
Potatoes,0.86,27.4
Green cabbage,0.8,11.2
Okra,2.26,22
Fava beans,2.69,18.5
Kale,5.02,35.2
Carrots,1.26,3.4
Watermelon,0.66,10.3
Avocados,3.23,36.3
Okra,2.26,2.4
Lemon,1.29,14.1
Spinach,4.12,9.8
Brussels sprouts,1.65,36.3
Lemon,1.29,16.4
Bananas,0.86,36.5
Lettuce,1.88,10.3
Green cabbage,0.8,2.9
Coconuts,1.18,26.9
Orange,1.09,23
Carrots,1.26,22.8
Corn,1.07,25.4
Avocados,3.23,21.2
Spinach,4.12,38.9
Green peppers,1.89,17.8
Okra,2.26,18.3
Spinach,4.12,24.6
Lime,1.06,34.8
Yellow peppers,2.87,28.6
Green beans,2.52,5.1
Potatoes,0.86,20.7
Celery,3.07,1.7
Red onion,0.78,39.9
Ginger,5.13,4.9
Watermelon,0.66,1.6
Red onion,0.78,28.5
Lime,1.06,12.7
Garlic,1.19,30
Cucumber,1.07,24.9
Daikon,1.4,38.9
Lemon,1.29,14.6
Green peppers,1.89,35.2
Lime,1.06,9.1
Bok choy,1.42,7.8
Corn,1.07,32.5
Green beans,2.52,1.2
Grapes,2.63,22.4
Green peppers,1.89,30.9
Asparagus,2.49,10.1
Lettuce,1.88,9.1
Green peppers,1.89,21.4
Brussels sprouts,1.65,6.7
Corn,1.07,29.6
Corn,1.07,27.4
Bok choy,1.42,18.5
Eggplant,2.32,15.1
Corn,1.07,7.4
Garlic,1.19,1.9
Lemon,1.29,7.8
Garlic,1.19,4.8
Fava beans,2.69,4.9
Spinach,4.12,27.2
Asparagus,2.49,3.7
Asparagus,2.49,6.4
Apples,1.88,36.8
Yellow peppers,2.87,31.6
Watermelon,0.66,6.8
Eggplant,2.32,7
Carrots,1.26,16.8
Corn,1.07,10.3
Lime,1.06,22.5
Ginger,5.13,26.2
Yellow peppers,2.87,39.1
Red onion,0.78,19.6
Cherries,9.5,28.7
Avocados,3.23,31.1
Kale,5.02,22.3
Green beans,2.52,6.8
Okra,2.26,14.9
Green peppers,1.89,21
Coconuts,1.18,37.6
Watermelon,0.66,19.7
Carrots,1.26,22.2
Lime,1.06,14.5
Corn,1.07,19.6
Brussels sprouts,1.65,29.8
Daikon,1.4,9.8
Watermelon,0.66,7
Cherries,9.5,37.2
Okra,2.26,24.5
Apples,1.88,1.3
Carrots,1.26,26.3
Tomatoes,3.16,12.6
Daikon,1.4,25.5
Avocados,3.23,29.6
Green beans,2.52,16.4
Corn,1.07,31
Okra,2.26,11.6
Celery,3.07,5.9
Spinach,4.12,39.2
Potatoes,0.86,32.7
Celery,3.07,17.8
Avocados,3.23,29.8
Potatoes,0.86,34
Strawberries,4.4,24.3
Butternut squash,1.28,7
Daikon,1.4,10.8
Grapefruit,0.76,16.7
Potatoes,0.86,13.6
Orange,1.09,28.3
Strawberries,4.4,3.6
Bok choy,1.42,20.8
Apricots,3.71,22.6
Watermelon,0.66,3.3
Lemon,1.29,28.7
Asparagus,2.49,3.3
Grapes,2.63,4.3
Butternut squash,1.28,4.3
Beets,1.51,1.8
Cucumber,1.07,37.5
Watermelon,0.66,30.3
Brussels sprouts,1.65,12.1
Orange,1.09,7.6
Orange,1.09,26.3
Bananas,0.86,17
Spinach,4.12,15
Apricots,3.71,15.4
Green peppers,1.89,1
Green cabbage,0.8,20.9
Red onion,0.78,9.2
Papaya,1.34,10.4
Apricots,3.71,28.9
Lime,1.06,24.2
Spinach,4.12,26.1
Grapefruit,0.76,2.8
Bananas,0.86,20.7
Strawberries,4.4,6
Tomatoes,3.16,36.9
Potatoes,0.86,22.1
Strawberries,4.4,22.6
Lettuce,1.88,27.5
Bok choy,1.42,18.4
Tomatoes,3.16,34.9
Eggplant,2.32,23.4
Grapes,2.63,19.6
Garlic,1.19,34.9
Okra,2.26,37.8
Lettuce,1.88,19.2
Green cabbage,0.8,24.1
Grapefruit,0.76,40
Spinach,4.12,20.2
Lemon,1.29,9.9
Spinach,4.12,9.5
Bananas,0.86,38.1
Bananas,0.86,39.8
Lemon,1.29,14.5
Kale,5.02,29.3
Watermelon,0.66,25.4
Corn,1.07,20.4
Grapes,2.63,6.6
Watermelon,0.66,23.6
Celery,3.07,37.1
Beets,1.51,39
Tomatoes,3.16,23.6
Tomatoes,3.16,28.1
Apples,1.88,26.1
Green cabbage,0.8,19.1
Spinach,4.12,3
Beets,1.51,35.2
Fava beans,2.69,35.4
Daikon,1.4,25.8
Parsnips,2.27,24.4
Lime,1.06,38.2
Cucumber,1.07,20
Carrots,1.26,20.5
Kale,5.02,30.8
Daikon,1.4,36.3
Papaya,1.34,20.7
Garlic,1.19,4.6
Potatoes,0.86,15.7
Ginger,5.13,34.5
Green cabbage,0.8,9.5
Strawberries,4.4,34.3
Lemon,1.29,8.9
Brussels sprouts,1.65,17
Daikon,1.4,36.8
Celery,3.07,25.4
Ginger,5.13,6.3
Orange,1.09,28.3
Kale,5.02,1.6
Okra,2.26,21.7
Yellow peppers,2.87,32.6
Asparagus,2.49,13.2
Coconuts,1.18,30.6
Watermelon,0.66,29.8
Spinach,4.12,35.5
Tomatoes,3.16,13.7
Lettuce,1.88,37.9
Cherries,9.5,34.8
Grapes,2.63,9.1
Carrots,1.26,22.3
Ginger,5.13,2
Asparagus,2.49,15.8
Asparagus,2.49,29.9
Eggplant,2.32,22.2
Butternut squash,1.28,38.1
Orange,1.09,39
Watermelon,0.66,4
Okra,2.26,9.8
Garlic,1.19,16.5
Yellow peppers,2.87,15
Potatoes,0.86,14.5
Grapefruit,0.76,10.3
Fava beans,2.69,29.8
Apples,1.88,1.2
Parsnips,2.27,18
Fava beans,2.69,1.2
Green peppers,1.89,35.3
Grapefruit,0.76,29.8
Parsnips,2.27,22.8
Green cabbage,0.8,25.3
Kale,5.02,34.6
Apricots,3.71,20.6
Papaya,1.34,17.6
Celery,3.07,17.7
Strawberries,4.4,3.4
Watermelon,0.66,14.6
Green beans,2.52,18.6
Lemon,1.29,4.7
Carrots,1.26,27.2
Papaya,1.34,20.4
Coconuts,1.18,35.2
Parsnips,2.27,15.3
Yellow peppers,2.87,12.8
Apples,1.88,34.6
Kale,5.02,37.3
Tomatoes,3.16,25.2
Orange,1.09,32.4
Corn,1.07,10.9
Lemon,1.29,21.4
Spinach,4.12,18.9
Strawberries,4.4,28.7
Cherries,9.5,14.6
Daikon,1.4,21.1
Daikon,1.4,16.6
Papaya,1.34,27.5
Strawberries,4.4,29.6
Yellow peppers,2.87,37.9
Papaya,1.34,25.9
Papaya,1.34,36.6
Parsnips,2.27,10.2
Apples,1.88,35.2
Grapefruit,0.76,3.4
Green beans,2.52,16.9
Strawberries,4.4,30.2
Fava beans,2.69,37.6
Green cabbage,0.8,11.3
Red onion,0.78,10
Grapefruit,0.76,6.5
Green beans,2.52,38.6
Ginger,5.13,28
Grapes,2.63,7.3
Papaya,1.34,6.7
Ginger,5.13,34.5
Kale,5.02,28.2
Celery,3.07,9.4
Strawberries,4.4,17.2
Watermelon,0.66,27.3
Strawberries,4.4,37.2
Corn,1.07,31.8
Bok choy,1.42,28.7
Beets,1.51,11.4
Brussels sprouts,1.65,34.7
Green beans,2.52,31.9
Lemon,1.29,20.9
Apples,1.88,24.7
Lettuce,1.88,6.2
Kale,5.02,26.4
Okra,2.26,13.9
Ginger,5.13,22.4
Lemon,1.29,34.5
Ginger,5.13,3.4
Eggplant,2.32,6.8
Bok choy,1.42,9.8
Celery,3.07,29.9
Watermelon,0.66,12
Celery,3.07,21.4
Lemon,1.29,34.3
Green peppers,1.89,9.1
Corn,1.07,28.4
Garlic,1.19,11.4
Green beans,2.52,22.2
Brussels sprouts,1.65,31.9
Okra,2.26,17.2
Butternut squash,1.28,33.2
Watermelon,0.66,2.5
Celery,3.07,8.8
Grapefruit,0.76,10.8
Strawberries,4.4,31.3
Green peppers,1.89,15.3
Green cabbage,0.8,25.3
Watermelon,0.66,26.7
Papaya,1.34,6.1
Green cabbage,0.8,8.8
Yellow peppers,2.87,22.2
Parsnips,2.27,32
Ginger,5.13,10.2
Avocados,3.23,5.3
Eggplant,2.32,4.1
Potatoes,0.86,22.8
Butternut squash,1.28,19.1
Green peppers,1.89,8.9
Garlic,1.19,1.5
Strawberries,4.4,3.3
Carrots,1.26,23.7
Lemon,1.29,20.9
Apricots,3.71,16.7
Yellow peppers,2.87,2.7
Spinach,4.12,24.5
Red onion,0.78,33.8
Asparagus,2.49,19.8
Apples,1.88,6.2
Green cabbage,0.8,31.1
Lemon,1.29,0.6
Celery,3.07,5
Grapefruit,0.76,25.2
Lettuce,1.88,1.8
Green beans,2.52,31.7
Beets,1.51,14.4
Fava beans,2.69,15.2
Orange,1.09,2.3
Asparagus,2.49,1.4
Papaya,1.34,22.1
Apples,1.88,13.5
Lime,1.06,35.8
Yellow peppers,2.87,10.6
Apples,1.88,31.4
Okra,2.26,3.2
Asparagus,2.49,33.6
Green cabbage,0.8,32.3
Kale,5.02,14.4
Tomatoes,3.16,35.3
Carrots,1.26,9.8
Green cabbage,0.8,37.6
Bananas,0.86,4.1
Apricots,3.71,20.3
Carrots,1.26,16.9
Papaya,1.34,10.5
Corn,1.07,25.1
Carrots,1.26,15.1
Eggplant,2.32,22.8
Daikon,1.4,11.2
Tomatoes,3.16,1.8
Papaya,1.34,36.1
Yellow peppers,2.87,11.6
Carrots,1.26,4.6
Daikon,1.4,14.6
Asparagus,2.49,38.7
Yellow peppers,2.87,38
Fava beans,2.69,33.5
Celery,3.07,20.6
Watermelon,0.66,0.7
Papaya,1.34,5.7
Strawberries,4.4,7.1
Papaya,1.34,35
Watermelon,0.66,11.4
Bok choy,1.42,5.6
Brussels sprouts,1.65,19
Cucumber,1.07,1.5
Brussels sprouts,1.65,21.2
Yellow peppers,2.87,24.3
Fava beans,2.69,16.5
Cucumber,1.07,25.1
Corn,1.07,10.7
Potatoes,0.86,13.7
Watermelon,0.66,2.6
Brussels sprouts,1.65,3.1
Grapefruit,0.76,37
Orange,1.09,3.1
Asparagus,2.49,19.4
Fava beans,2.69,8.5
Watermelon,0.66,16.4
Red onion,0.78,12
Cherries,9.5,36.3
Grapes,2.63,22.8
Bananas,0.86,39.9
Lettuce,1.88,11.3
Apples,1.88,19.5
Carrots,1.26,16.2
Bok choy,1.42,39.2
Papaya,1.34,38.1
Papaya,1.34,35.6
Beets,1.51,34.9
Corn,1.07,23.4
Yellow peppers,2.87,9
Daikon,1.4,39
Red onion,0.78,5.3
Avocados,3.23,12
Eggplant,2.32,17
Green beans,2.52,34.7
Butternut squash,1.28,9.5
Spinach,4.12,27.4
Apples,1.88,23.9
Eggplant,2.32,18.6
Carrots,1.26,12.6
Watermelon,0.66,15.2
Bananas,0.86,7.7
Fava beans,2.69,32
Celery,3.07,34.7
Bok choy,1.42,29.1
Kale,5.02,16
Asparagus,2.49,10.8
Okra,2.26,11
Apples,1.88,3.6
Watermelon,0.66,6.7
Apricots,3.71,9.4
Kale,5.02,26.1
Lettuce,1.88,39.9
Brussels sprouts,1.65,18.8
Apples,1.88,12
Corn,1.07,7.7
Butternut squash,1.28,25.4
Cherries,9.5,32.8
Celery,3.07,23.8
Eggplant,2.32,33.4
Red onion,0.78,6.1
Ginger,5.13,34.5
Ginger,5.13,22.5
Fava beans,2.69,35.5
Apples,1.88,12
Asparagus,2.49,37.4
Parsnips,2.27,11.2
Celery,3.07,26.6
Parsnips,2.27,5.8
Spinach,4.12,13.2
Carrots,1.26,38.4
Spinach,4.12,9.8
Cucumber,1.07,5.5
Grapefruit,0.76,12.7
Kale,5.02,33.4
Lettuce,1.88,30.3
Kale,5.02,14.9
Okra,2.26,2.2
Lettuce,1.88,23.5
Corn,1.07,28.9
Green peppers,1.89,39
Ginger,5.13,10.9
Beets,1.51,7.9
Butternut squash,1.28,38.9
Avocados,3.23,27
Spinach,4.12,14.2
Brussels sprouts,1.65,34.7
Green cabbage,0.8,15.3
Garlic,1.19,35.2
Red onion,0.78,39.3
Cherries,9.5,9.5
Orange,1.09,7.3
Strawberries,4.4,20.4
Cucumber,1.07,31
Watermelon,0.66,10.6
Lime,1.06,17.9
Lettuce,1.88,26
Daikon,1.4,4
Okra,2.26,11.1
Cherries,9.5,18.9
Okra,2.26,24.2
Celery,3.07,25.9
Bananas,0.86,37.9
Celery,3.07,18
Okra,2.26,24.4
Spinach,4.12,17
Lettuce,1.88,27
Garlic,1.19,11.4
Avocados,3.23,7.8
Grapefruit,0.76,19.5
Cucumber,1.07,20.8
Cherries,9.5,11.3
Yellow peppers,2.87,1.1
Red onion,0.78,13
Beets,1.51,13.3
Fava beans,2.69,12
Carrots,1.26,37.3
Ginger,5.13,35.3
Cucumber,1.07,33.4
Ginger,5.13,2.3
Tomatoes,3.16,24
Butternut squash,1.28,9
Kale,5.02,31.4
Daikon,1.4,15
Kale,5.02,36.5
Celery,3.07,9.4
Green peppers,1.89,36.5
Yellow peppers,2.87,22.4
Corn,1.07,26.6
Okra,2.26,19.1
Asparagus,2.49,14.6
Garlic,1.19,2.8
Yellow peppers,2.87,16.8
Lime,1.06,9.5
Eggplant,2.32,30.5
Green beans,2.52,29.6
Coconuts,1.18,32.9
Carrots,1.26,4.9
Bok choy,1.42,30.5
Orange,1.09,26.3
Papaya,1.34,21.2
Papaya,1.34,27.8
Green cabbage,0.8,4.1
Coconuts,1.18,4.3
Orange,1.09,30.1
Green cabbage,0.8,33
Coconuts,1.18,32.4
Corn,1.07,19.1
Lime,1.06,23.5
Eggplant,2.32,18.5
Papaya,1.34,21.9
Potatoes,0.86,20.4
Beets,1.51,20.4
Lemon,1.29,11.7
Carrots,1.26,3.8
Cherries,9.5,29.1
Garlic,1.19,15.1
Lemon,1.29,28.9
Apples,1.88,22
Kale,5.02,36.9
Fava beans,2.69,16.3
Red onion,0.78,31.4
Butternut squash,1.28,28.6
Lime,1.06,10.2
Tomatoes,3.16,18.3
Celery,3.07,34.8
Fava beans,2.69,8.2
Papaya,1.34,34.1
Fava beans,2.69,14.4
Red onion,0.78,4.8
Beets,1.51,2.8
Okra,2.26,1.6
Orange,1.09,12.4
Avocados,3.23,26.7
Brussels sprouts,1.65,11.2
Yellow peppers,2.87,7.8
Green cabbage,0.8,37.7
Garlic,1.19,17.5
Asparagus,2.49,35.3
Cucumber,1.07,16.6
Green cabbage,0.8,22.1
Eggplant,2.32,25
Grapes,2.63,13.1
Apples,1.88,10.4
Coconuts,1.18,8.6
Watermelon,0.66,14.1
Lime,1.06,14.3
Kale,5.02,23.7
Carrots,1.26,29
Parsnips,2.27,27.2
Lettuce,1.88,21.1
Green cabbage,0.8,31.6
Green beans,2.52,19.4
Grapefruit,0.76,0.5
Green cabbage,0.8,4.7
Carrots,1.26,28
Brussels sprouts,1.65,2.7
Green peppers,1.89,35.8
Lettuce,1.88,29.5
Cherries,9.5,17
Garlic,1.19,8.7
Green cabbage,0.8,28.4
Fava beans,2.69,17.5
Green beans,2.52,39.9
Ginger,5.13,22.6
Carrots,1.26,31.8
Corn,1.07,16
Green beans,2.52,28.8
Brussels sprouts,1.65,4.3
Spinach,4.12,6.2
Spinach,4.12,1.6
Kale,5.02,36.9
Apricots,3.71,37
Apricots,3.71,19.7
Red onion,0.78,34.3
Yellow peppers,2.87,32.6
Daikon,1.4,11.5
Beets,1.51,17.7
Carrots,1.26,39.8
Butternut squash,1.28,1.9
Cucumber,1.07,2.5
Watermelon,0.66,16.9
Eggplant,2.32,3.8
Butternut squash,1.28,38
Orange,1.09,3.5
Cherries,9.5,16.1
Apricots,3.71,6.8
Lettuce,1.88,18.8
Apples,1.88,36.4
Eggplant,2.32,30.5
Asparagus,2.49,36.5
Orange,1.09,20.7
Tomatoes,3.16,25.2
Avocados,3.23,19.9
Lemon,1.29,29.1
Garlic,1.19,27.2
Asparagus,2.49,3.6
Lime,1.06,9
Grapes,2.63,3.6
Lemon,1.29,23
Lemon,1.29,3.4
Apples,1.88,17.6
Eggplant,2.32,29
Lemon,1.29,24.6
Green peppers,1.89,33
